"id","edu_21","mother_edu_21","father_edu_21","age_21","race_hisp_21","ppracem.x","job_21","income_21","current_student_type_21","current_student_21","current_student1_21","college_degree_with_current_21","college_degree_obtained_21","first_gen_21","edu_20","mother_edu_20","father_edu_20","age_20","race_hisp_20","ppracem.y","job_20","income_20","current_student_type_20","current_student_20","current_student1_20","college_degree_with_current_20","college_degree_obtained_20","first_gen_20","edu_19","mother_edu_19","father_edu_19","age_19","race_hisp_19","ppracem","job_19","income_19","current_student_type_19","current_student_19","current_student1_19","college_degree_with_current_19","college_degree_obtained_19","first_gen_19"
9975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Don’t know","Certificate or technical degree","45-54","Hispanic","White","Education, Training, and Library","$1 to $4,999","No",NA,"0","1","1","first_gen","Graduate degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Installation, Maintenance, and Repair","$100,000 to $149,999","No",NA,"0","1","1","cont_edu"
9996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Less than High School degree","Less than High School degree","65-74","Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Some college but no degree","18-24","White, Non-Hispanic","White","Protective Service","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Certificate or technical degree","45-54","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Associate degree","Associate degree","35-44","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","Bachelor’s degree","45-54","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","High school degree or GED","25-34","Black, Non-Hispanic","Black or African American","Business Operations (including Marketing)","$50,000 to $74,999","Yes, as a part-time student","Master�s degree","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","35-44","White, Non-Hispanic","White","Computer and Mathematical","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Graduate degree","55-64","White, Non-Hispanic","White","Life, Physical, and Social Sciences","$75,000 to $99,999","No",NA,"0","1","1","cont_edu","Graduate degree","Certificate or technical degree","Graduate degree","25-34","White, Non-Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$75,000 to $99,999","No",NA,"0","1","1","first_gen"
10038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","High school degree or GED","25-34","Other, Non-Hispanic","Asian","Architecture and Engineering","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","18-24","White, Non-Hispanic","White","Management","$5,000 to $14,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Lawyer, judge","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","Some college but no degree","45-54","White, Non-Hispanic","White","Computer and Mathematical","$200,000 or higher","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Graduate degree","55-64","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","High school degree or GED","35-44","2+ Races, Non-Hispanic","2+ races","Education, Training, and Library","$50,000 to $74,999","Yes, as a full-time student","Professional degree (e.g. MBA, MD, JD)","0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","25-34","Hispanic","White","Sales","$25,000 to $39,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Less than High School degree","Don’t know","55-64","Black, Non-Hispanic","Black or African American","Lawyer, judge","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Protective Service","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Graduate degree","45-54","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","Bachelor’s degree","35-44","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Less than High School degree","55-64","White, Non-Hispanic","White","Computer and Mathematical","$150,000 to $199,999","Yes, as a part-time student","Master�s degree","0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Computer and Mathematical","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Some college but no degree","25-34","White, Non-Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","18-24","White, Non-Hispanic","White","Architecture and Engineering","$40,000 to $49,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Building and Grounds Cleaning and Maintenance","$50,000 to $74,999","No",NA,"0","1","1","cont_edu","Graduate degree","Bachelor’s degree","Graduate degree","25-34","White, Non-Hispanic","White","Transportation and Material Moving","$25,000 to $39,999","No",NA,"0","1","1","cont_edu"
10127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Bachelor’s degree","55-64","White, Non-Hispanic","White","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Associate degree","45-54","White, Non-Hispanic","White","Management","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","25-34","White, Non-Hispanic","White","Architecture and Engineering","$75,000 to $99,999","Yes, as a part-time student","Master�s degree","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Associate degree","High school degree or GED","25-34","White, Non-Hispanic","White","Education, Training, and Library","$40,000 to $49,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Less than High School degree","Associate degree","45-54","Hispanic","White","Management","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Protective Service","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Food Preparation and Serving","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","55-64","Black, Non-Hispanic","Black or African American","Management","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Life, Physical, and Social Sciences","$50,000 to $74,999","Yes, as a full-time student","Doctoral Degree","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Less than High School degree","High school degree or GED","55-64","Black, Non-Hispanic","Black or African American","Computer and Mathematical","$5,000 to $14,999","Yes, as a full-time student","Master�s degree","0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","25-34","White, Non-Hispanic","White","Financial Operations or Financial Services (including Financial Advisor, Broker)","$50,000 to $74,999","Yes, as a part-time student","Master�s degree","0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","High school degree or GED","65-74","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Some college but no degree","25-34","Other, Non-Hispanic","American Indian or Alaska Native","Business Operations (including Marketing)","$25,000 to $39,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Some college but no degree","35-44","Other, Non-Hispanic","Asian","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Bachelor’s degree","65-74","White, Non-Hispanic","White","Sales","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Less than High School degree","25-34","2+ Races, Non-Hispanic","2+ races","Education, Training, and Library","$15,000 to $24,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Less than High School degree","25-34","Black, Non-Hispanic","Black or African American","Management","$0","Yes, as a full-time student","Doctoral Degree","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Associate degree","35-44","Other, Non-Hispanic","Asian","Management","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Less than High School degree","High school degree or GED","35-44","Other, Non-Hispanic","Asian","Computer and Mathematical","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","25-34","White, Non-Hispanic","White","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","25-34","White, Non-Hispanic","White","Health Diagnosing or Treating Practitioner (such as physician, nurse, dentist, v","$100,000 to $149,999","Yes, as a part-time student","Bachelor�s degree","0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Sales","$5,000 to $14,999","Yes, as a full-time student","Bachelor�s degree","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Certificate or technical degree","High school degree or GED","25-34","White, Non-Hispanic","White","Community and Social Services","$40,000 to $49,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Bachelor’s degree","55-64","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Less than High School degree","High school degree or GED","55-64","White, Non-Hispanic","White","Arts, Design, Entertainment, Sports, and Media","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","High school degree or GED","65-74","Black, Non-Hispanic","Black or African American","Management","$25,000 to $39,999","No",NA,"0","1","1","first_gen","Graduate degree","High school degree or GED","Graduate degree","35-44","White, Non-Hispanic","White","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","first_gen"
10293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","High school degree or GED","45-54","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Associate degree","Graduate degree","25-34","White, Non-Hispanic","White","Computer and Mathematical","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Graduate degree","35-44","White, Non-Hispanic","White","Sales","$200,000 or higher","No",NA,"0","1","1","cont_edu","Graduate degree","Bachelor’s degree","Graduate degree","25-34","White, Non-Hispanic","White","Education, Training, and Library","$75,000 to $99,999","No",NA,"0","1","1","cont_edu"
10329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","25-34","White, Non-Hispanic","White","Architecture and Engineering","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","High school degree or GED","High school degree or GED","25-34","White, Non-Hispanic","White","Management","$75,000 to $99,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Associate degree","Some college but no degree","35-44","White, Non-Hispanic","White","Education, Training, and Library","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Some college but no degree","High school degree or GED","45-54","White, Non-Hispanic","White","Education, Training, and Library","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","18-24","White, Non-Hispanic","White","Computer and Mathematical","$50,000 to $74,999","Yes, as a full-time student","Doctoral Degree","0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Some college but no degree","55-64","White, Non-Hispanic","White","Building and Grounds Cleaning and Maintenance","$100,000 to $149,999","No",NA,"0","1","1","first_gen","Graduate degree","Associate degree","Graduate degree","35-44","White, Non-Hispanic","White","Lawyer, judge","$100,000 to $149,999","No",NA,"0","1","1","first_gen"
10351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","25-34","White, Non-Hispanic","White","Architecture and Engineering","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","18-24","Black, Non-Hispanic","Black or African American","Computer and Mathematical","$50,000 to $74,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Graduate degree","45-54","White, Non-Hispanic","White","Management","$150,000 to $199,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","35-44","White, Non-Hispanic","White","Business Operations (including Marketing)","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Some college but no degree","Certificate or technical degree","35-44","White, Non-Hispanic","White","Lawyer, judge","$100,000 to $149,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","45-54","White, Non-Hispanic","White","Management","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Computer and Mathematical","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Bachelor’s degree","25-34","White, Non-Hispanic","White","Architecture and Engineering","$100,000 to $149,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Less than High School degree","Bachelor’s degree","45-54","Hispanic","White","Architecture and Engineering","$200,000 or higher","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","High school degree or GED","35-44","White, Non-Hispanic","White","Health Technologist or Technician (such as paramedic, lab technician)","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Bachelor’s degree","Bachelor’s degree","25-34","Other, Non-Hispanic","Asian","Management","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Some college but no degree","Some college but no degree","55-64","White, Non-Hispanic","White","Office and Administrative Support","$50,000 to $74,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Bachelor’s degree","Graduate degree","25-34","White, Non-Hispanic","White","Business Operations (including Marketing)","$50,000 to $74,999","No",NA,"0","1","1","cont_edu","Graduate degree","Bachelor’s degree","Graduate degree","25-34","White, Non-Hispanic","White","Food Preparation and Serving","$15,000 to $24,999","No",NA,"0","1","1","cont_edu"
10440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Certificate or technical degree","Associate degree","65-74","White, Non-Hispanic","White","Sales","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","High school degree or GED","Less than High School degree","25-34","Other, Non-Hispanic","Asian","Computer and Mathematical","$150,000 to $199,999","No",NA,"0","1","1","first_gen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Master’s degree","Graduate degree","Certificate or technical degree","55-64","White, Non-Hispanic","White","Business Operations (including Marketing)","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s degree","Graduate degree","Graduate degree","35-44","White, Non-Hispanic","White","Education, Training, and Library","$75,000 to $99,999","No",NA,"0","1","1","cont_edu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
